LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
1807515762062020070210031720628460,1,,,19,Solar water heating,"£4,000 - £6,000"
1795899792342020033121334168909618,1,,,57,Suspended floor insulation,"£800 - £1,200"
1795899792342020033121334168909618,2,,,19,Solar water heating,"£4,000 - £6,000"
1795899792342020033121334168909618,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1814241922542020073016031275107908,1,,,6,Cavity wall insulation,"£500 - £1,500"
1814241922542020073016031275107908,2,,,57,Suspended floor insulation,"£800 - £1,200"
1814241922542020073016031275107908,3,,,19,Solar water heating,"£4,000 - £6,000"
1814241922542020073016031275107908,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1826186512002020091613211774209868,1,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1797847616252020050709575720000079,1,,,45,Flat roof insulation,"£850 - £1,500"
1797847616252020050709575720000079,10,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1797847616252020050709575720000079,2,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1797847616252020050709575720000079,3,,,57,Suspended floor insulation,"£800 - £1,200"
1797847616252020050709575720000079,4,,,58,Solid floor insulation,"£4,000 - £6,000"
1797847616252020050709575720000079,5,,,10,Draughtproof single-glazed windows,£80 - £120
1797847616252020050709575720000079,6,,,35,Low energy lighting for all fixed outlets,£35
1797847616252020050709575720000079,7,,,60,High heat retention storage heaters,"£1,600 - £2,400"
1797847616252020050709575720000079,8,,,19,Solar water heating,"£4,000 - £6,000"
1797847616252020050709575720000079,9,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1804331252802020061917522172009788,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1804331252802020061917522172009788,2,,,46,Room-in-roof insulation,"£1,500 - £2,700"
1804331252802020061917522172009788,3,,,6,Cavity wall insulation,"£500 - £1,500"
1804331252802020061917522172009788,4,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1813538622952020072815292022200076,1,,,61,High heat retention storage heaters and dual immersion cylinder,"£1,600 - £2,400"
1807254863032020070117072464078403,1,,,45,Flat roof insulation,"£850 - £1,500"
1807254863032020070117072464078403,2,,,6,Cavity wall insulation,"£500 - £1,500"
1807254863032020070117072464078403,3,,,35,Low energy lighting for all fixed outlets,£65
1807254863032020070117072464078403,4,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1807254863032020070117072464078403,5,,,56,Replacement glazing units,"£1,000 - £1,400"
36396954552009010609023500010955,1,,"Replacement of traditional light bulbs with energy saving recommended ones will reduce lighting costs over the lifetime of the bulb, and they last up to 12 times longer than ordinary light bulbs. Also consider selecting low energy light fittings when redecorating; contact the Lighting Association for your nearest stockist of Domestic Energy Efficient Lighting Scheme fittings.",,,
1816282421652020080715191224000373,1,,,6,Cavity wall insulation,"£500 - £1,500"
1816282421652020080715191224000373,2,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1816282421652020080715191224000373,3,,,58,Solid floor insulation,"£4,000 - £6,000"
1816282421652020080715191224000373,4,,,19,Solar water heating,"£4,000 - £6,000"
1816282421652020080715191224000373,5,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1816282421652020080715191224000373,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
573142929742010120912351080200388,1,,,35,Low energy lighting for all fixed outlets,
1807960282442020070513213677000648,1,,,6,Cavity wall insulation,"£500 - £1,500"
1807960282442020070513213677000648,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1807960282442020070513213677000648,3,,,35,Low energy lighting for all fixed outlets,£45
1807960282442020070513213677000648,4,,,19,Solar water heating,"£4,000 - £6,000"
1807960282442020070513213677000648,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1808322393032020072317145465278201,1,,,19,Solar water heating,"£4,000 - £6,000"
1808322393032020072317145465278201,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1813619222602020072915453174102188,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1813619222602020072915453174102188,2,,,19,Solar water heating,"£4,000 - £6,000"
1813619222602020072915453174102188,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1819405332262020082009571851808090,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1819405332262020082009571851808090,2,,,19,Solar water heating,"£4,000 - £6,000"
1819405332262020082009571851808090,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1805470832312020062411071326900072,1,,,6,Cavity wall insulation,"£500 - £1,500"
1805470832312020062411071326900072,2,,,35,Low energy lighting for all fixed outlets,£30
1805470832312020062411071326900072,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1804485652542020061916524372009418,1,,,46,Room-in-roof insulation,"£1,500 - £2,700"
1804485652542020061916524372009418,2,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1804485652542020061916524372009418,3,,,58,Solid floor insulation,"£4,000 - £6,000"
1804485652542020061916524372009418,4,,,10,Draughtproof single-glazed windows,£80 - £120
1804485652542020061916524372009418,5,,,14,Upgrade heating controls,£350 - £450
1804485652542020061916524372009418,6,,,19,Solar water heating,"£4,000 - £6,000"
1804485652542020061916524372009418,7,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1804485652542020061916524372009418,8,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1819954827852020090810121226000572,1,,,19,Solar water heating,"£4,000 - £6,000"
1819954827852020090810121226000572,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1805621562442020080410585379002248,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1805621562442020080410585379002248,2,,,35,Low energy lighting for all fixed outlets,£65
1805621562442020080410585379002248,3,,,14,Upgrade heating controls,£350 - £450
1805621562442020080410585379002248,4,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1805621562442020080410585379002248,5,,,19,Solar water heating,"£4,000 - £6,000"
1805621562442020080410585379002248,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1805621562442020080410585379002248,7,,,44,Wind turbine,"£15,000 - £25,000"
1796987702962020051611075870948910,1,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1796987702962020051611075870948910,2,,,13,Upgrading heating controls,£350 - £450
1796987702962020051611075870948910,3,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1813280092722020073121134501298530,1,,,57,Suspended floor insulation,"£800 - £1,200"
1813280092722020073121134501298530,2,,,35,Low energy lighting for all fixed outlets,£25
1813280092722020073121134501298530,3,,,19,Solar water heating,"£4,000 - £6,000"
1813280092722020073121134501298530,4,,,56,Replacement glazing units,"£1,000 - £1,400"
1813280092722020073121134501298530,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1819399662442020082013093470109138,1,,,6,Cavity wall insulation,"£500 - £1,500"
1819399662442020082013093470109138,2,,,57,Suspended floor insulation,"£800 - £1,200"
1819399662442020082013093470109138,3,,,62,High heat retention storage heaters,£400 - £600
970259879552013071510232291970918,1,,,35,Low energy lighting for all fixed outlets,£175
970259879552013071510232291970918,2,,,19,Solar water heating,"£4,000 - £6,000"
970259879552013071510232291970918,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£9,000 - £14,000"
1821768712262020083110242651288650,1,,,45,Flat roof insulation,"£850 - £1,500"
1821768712262020083110242651288650,2,,,6,Cavity wall insulation,"£500 - £1,500"
1821768712262020083110242651288650,3,,,57,Suspended floor insulation,"£800 - £1,200"
1821768712262020083110242651288650,4,,,19,Solar water heating,"£4,000 - £6,000"
1821768712262020083110242651288650,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1805671522222020062408544810848470,1,,,19,Solar water heating,"£4,000 - £6,000"
1805671522222020062408544810848470,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1820787672142020082517085473102158,1,,,6,Cavity wall insulation,"£500 - £1,500"
1820787672142020082517085473102158,2,,,57,Suspended floor insulation,"£800 - £1,200"
1820787672142020082517085473102158,3,,,2,Increase hot water cylinder insulation,£15 - £30
1820787672142020082517085473102158,4,,,35,Low energy lighting for all fixed outlets,£20
1820787672142020082517085473102158,5,,,61,High heat retention storage heaters and dual immersion cylinder,"£1,200 - £1,800"
1820787672142020082517085473102158,6,,,19,Solar water heating,"£4,000 - £6,000"
1820787672142020082517085473102158,7,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1813626033032020072914305032278304,1,,,35,Low energy lighting for all fixed outlets,£20
1813626033032020072914305032278304,2,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1819359813052020082011330526200874,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1819359813052020082011330526200874,2,,,35,Low energy lighting for all fixed outlets,£15
1819359813052020082011330526200874,3,,,19,Solar water heating,"£4,000 - £6,000"
1819359813052020082011330526200874,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1814979271612020080316305323200275,1,,,19,Solar water heating,"£4,000 - £6,000"
1814979271612020080316305323200275,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1814979271612020080316305323200275,3,,,44,Wind turbine,"£15,000 - £25,000"
410837840922009121014553630908621,1,,,35,Low energy lighting for all fixed outlets,
1803205886032020061413000968978500,1,,,19,Solar water heating,"£4,000 - £6,000"
1803205886032020061413000968978500,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1801137532742020060415191275000848,1,,,19,Solar water heating,"£4,000 - £6,000"
1818773062002020081818071270109488,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1818773062002020081818071270109488,2,,,35,Low energy lighting for all fixed outlets,£40
1818773062002020081818071270109488,3,,,19,Solar water heating,"£4,000 - £6,000"
1818773062002020081818071270109488,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1065178559962013123012432717638967,1,,,7,50 mm internal or external wall insulation,"£4,000  -  £14,000"
1065178559962013123012432717638967,10,,,44,Wind turbine,"£1,500  -  £4,000"
1065178559962013123012432717638967,2,,,47,Floor insulation,"£800  -  £1,200"
1065178559962013123012432717638967,3,,,3,Add additional 80 mm jacket to hot water cylinder,£15  -  £30
1065178559962013123012432717638967,4,,,10,Draughtproof single-glazed windows,£80  -  £120
1065178559962013123012432717638967,5,,,35,Low energy lighting for all fixed outlets,£30
1065178559962013123012432717638967,6,,,4,Hot water cylinder thermostat,£200  -  £400
1065178559962013123012432717638967,7,,,20,Replace boiler with new condensing boiler,"£2,200  -  £3,000"
1065178559962013123012432717638967,8,,,19,Solar water heating,"£4,000  -  £6,000"
1065178559962013123012432717638967,9,,,34,"Solar photovoltaic panels, 2.5 kWp","£9,000  -  £14,000"
1809727592342020071310044870009278,1,,,6,Cavity wall insulation,"£500 - £1,500"
1809727592342020071310044870009278,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1809727592342020071310044870009278,3,,,19,Solar water heating,"£4,000 - £6,000"
1809727592342020071310044870009278,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1810209507412020071415011929900572,1,,,6,Cavity wall insulation,"£500 - £1,500"
1822311832222020090108021911838680,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1822311832222020090108021911838680,2,,,35,Low energy lighting for all fixed outlets,£200
1822311832222020090108021911838680,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1822311832222020090108021911838680,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1822311832222020090108021911838680,5,,,44,Wind turbine,"£15,000 - £25,000"
1807136972902020070308272972000728,1,,,46,Room-in-roof insulation,"£1,500 - £2,700"
1807136972902020070308272972000728,2,,,6,Cavity wall insulation,"£500 - £1,500"
1807136972902020070308272972000728,3,,,57,Suspended floor insulation,"£800 - £1,200"
1807136972902020070308272972000728,4,,,10,Draughtproof single-glazed windows,£80 - £120
1807136972902020070308272972000728,5,,,13,Upgrading heating controls,£350 - £450
1807136972902020070308272972000728,6,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1807136972902020070308272972000728,7,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1826008112922020091614582312858860,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1826008112922020091614582312858860,2,,,37,Install condensing boiler,"£2,200 - £3,000"
1826008112922020091614582312858860,3,,,19,Solar water heating,"£4,000 - £6,000"
1826008112922020091614582312858860,4,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1826008112922020091614582312858860,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1815325032342020080618490978102418,1,,,6,Cavity wall insulation,"£500 - £1,500"
1815325032342020080618490978102418,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1803053742242020061212182870009128,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1803053742242020061212182870009128,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1803053742242020061212182870009128,3,,,35,Low energy lighting for all fixed outlets,£25
1803053742242020061212182870009128,4,,,12,Upgrade heating controls,£350 - £450
1803053742242020061212182870009128,5,,,19,Solar water heating,"£4,000 - £6,000"
1803053742242020061212182870009128,6,,,56,Replacement glazing units,"£1,000 - £1,400"
1803053742242020061212182870009128,7,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1820037627212020090810093826000871,1,,,19,Solar water heating,"£4,000 - £6,000"
1820037627212020090810093826000871,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1795179472262020032613590209868420,1,,,19,Solar water heating,"£4,000 - £6,000"
1795179472262020032613590209868420,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1796126232962020040807462829998460,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1796126232962020040807462829998460,2,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1796126232962020040807462829998460,3,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1807109732222020063020323590758590,1,,,45,Flat roof insulation,"£850 - £1,500"
1807109732222020063020323590758590,2,,,6,Cavity wall insulation,"£500 - £1,500"
1807109732222020063020323590758590,3,,,58,Solid floor insulation,"£4,000 - £6,000"
1807109732222020063020323590758590,4,,,35,Low energy lighting for all fixed outlets,£15
1807109732222020063020323590758590,5,,,19,Solar water heating,"£4,000 - £6,000"
1807109732222020063020323590758590,6,,,56,Replacement glazing units,"£1,000 - £1,400"
